#截止2023-12-25，中国电信IP地址段共计5872条。电信AS区域
#IP起始	结束	数量	网络
124.173.64.0	124.173.95.255	8192	124.173.64.0/19
124.173.96.0	124.173.127.255	8192	124.173.96.0/19
124.173.128.0	124.173.255.255	32768	124.173.128.0/17
124.224.0.0	124.224.255.255	65536	124.224.0.0/16
124.224.200.0	124.224.203.255	1024	124.224.200.0/22
124.225.0.0	124.225.255.255	65536	124.225.0.0/16
124.226.0.0	124.227.255.255	131072	124.226.0.0/15
124.228.0.0	124.231.255.255	262144	124.228.0.0/14
124.232.0.0	124.233.255.255	131072	124.232.0.0/15
124.233.0.0	124.233.31.255	8192	124.233.0.0/19
124.233.0.0	124.233.255.255	65536	124.233.0.0/16
124.233.192.0	124.233.207.255	4096	124.233.192.0/20
124.233.208.0	124.233.223.255	4096	124.233.208.0/20
124.233.224.0	124.233.231.255	2048	124.233.224.0/21
124.233.232.0	124.233.239.255	2048	124.233.232.0/21
124.233.240.0	124.233.255.255	4096	124.233.240.0/20
124.234.0.0	124.235.255.255	131072	124.234.0.0/15
124.236.0.0	124.239.255.255	262144	124.236.0.0/14
124.243.192.0	124.243.255.255	16384	124.243.192.0/18
124.250.0.0	124.250.63.255	16384	124.250.0.0/18
124.250.0.0	124.251.255.255	131072	124.250.0.0/15
124.250.64.0	124.250.127.255	16384	124.250.64.0/18
124.250.128.0	124.250.191.255	16384	124.250.128.0/18
124.250.192.0	124.250.255.255	16384	124.250.192.0/18
124.251.0.0	124.251.63.255	16384	124.251.0.0/18
124.251.32.0	124.251.63.255	8192	124.251.32.0/19
124.251.64.0	124.251.127.255	16384	124.251.64.0/18
124.251.128.0	124.251.191.255	16384	124.251.128.0/18
124.251.192.0	124.251.255.255	16384	124.251.192.0/18
124.251.241.0	124.251.241.255	256	124.251.241.0/24
124.251.252.0	124.251.252.255	256	124.251.252.0/24
125.64.0.0	125.64.0.255	256	125.64.0.0/24
125.64.0.0	125.71.255.255	524288	125.64.0.0/13
125.64.3.0	125.64.3.255	256	125.64.3.0/24
125.64.4.0	125.64.4.255	256	125.64.4.0/24
125.64.5.0	125.64.5.255	256	125.64.5.0/24
125.64.8.0	125.64.8.255	256	125.64.8.0/24
125.64.9.0	125.64.9.255	256	125.64.9.0/24
125.64.11.0	125.64.11.255	256	125.64.11.0/24
125.64.14.0	125.64.14.255	256	125.64.14.0/24
125.64.15.0	125.64.15.255	256	125.64.15.0/24
125.64.16.0	125.64.16.255	256	125.64.16.0/24
125.64.17.0	125.64.17.255	256	125.64.17.0/24
125.64.18.0	125.64.18.255	256	125.64.18.0/24
125.64.19.0	125.64.19.255	256	125.64.19.0/24
125.64.20.0	125.64.20.255	256	125.64.20.0/24
125.64.21.0	125.64.21.255	256	125.64.21.0/24
125.64.24.0	125.64.24.255	256	125.64.24.0/24
125.64.25.0	125.64.25.255	256	125.64.25.0/24
125.64.26.0	125.64.26.255	256	125.64.26.0/24
125.64.27.0	125.64.27.255	256	125.64.27.0/24
125.64.28.0	125.64.28.255	256	125.64.28.0/24
125.64.29.0	125.64.29.255	256	125.64.29.0/24
125.64.30.0	125.64.31.255	512	125.64.30.0/23
125.64.32.0	125.64.32.255	256	125.64.32.0/24
125.64.32.0	125.64.39.255	2048	125.64.32.0/21
125.64.34.0	125.64.34.255	256	125.64.34.0/24
125.64.39.0	125.64.39.255	256	125.64.39.0/24
125.64.40.0	125.64.40.255	256	125.64.40.0/24
125.64.41.0	125.64.41.255	256	125.64.41.0/24
125.64.42.0	125.64.42.255	256	125.64.42.0/24
125.64.43.0	125.64.43.255	256	125.64.43.0/24
125.64.92.0	125.64.92.255	256	125.64.92.0/24
125.64.93.0	125.64.93.255	256	125.64.93.0/24
125.64.94.0	125.64.94.255	256	125.64.94.0/24
125.64.95.0	125.64.95.255	256	125.64.95.0/24
125.64.96.0	125.64.96.255	256	125.64.96.0/24
125.64.97.0	125.64.97.255	256	125.64.97.0/24
125.64.98.0	125.64.98.255	256	125.64.98.0/24
125.64.99.0	125.64.99.255	256	125.64.99.0/24
125.64.100.0	125.64.100.255	256	125.64.100.0/24
125.64.101.0	125.64.101.255	256	125.64.101.0/24
125.64.102.0	125.64.102.255	256	125.64.102.0/24
125.64.103.0	125.64.103.255	256	125.64.103.0/24
125.64.104.0	125.64.104.255	256	125.64.104.0/24
125.64.104.0	125.64.111.255	2048	125.64.104.0/21
125.64.105.0	125.64.105.255	256	125.64.105.0/24
125.64.106.0	125.64.106.255	256	125.64.106.0/24
125.64.107.0	125.64.107.255	256	125.64.107.0/24
125.64.108.0	125.64.108.255	256	125.64.108.0/24
125.64.109.0	125.64.109.255	256	125.64.109.0/24
125.64.110.0	125.64.110.255	256	125.64.110.0/24
125.64.111.0	125.64.111.255	256	125.64.111.0/24
125.64.144.0	125.64.147.255	1024	125.64.144.0/22
125.65.46.0	125.65.46.255	256	125.65.46.0/24
125.65.114.0	125.65.114.255	256	125.65.114.0/24
125.65.134.0	125.65.134.255	256	125.65.134.0/24
125.65.153.0	125.65.153.255	256	125.65.153.0/24
125.65.154.0	125.65.154.255	256	125.65.154.0/24
125.65.165.0	125.65.165.255	256	125.65.165.0/24
125.65.216.0	125.65.219.255	1024	125.65.216.0/22
125.65.245.0	125.65.245.255	256	125.65.245.0/24
125.65.247.0	125.65.247.255	256	125.65.247.0/24
125.67.234.0	125.67.234.255	256	125.67.234.0/24
125.67.235.0	125.67.235.255	256	125.67.235.0/24
125.69.72.0	125.69.79.255	2048	125.69.72.0/21
125.69.224.0	125.69.255.255	8192	125.69.224.0/19
125.69.240.0	125.69.255.255	4096	125.69.240.0/20
125.71.96.0	125.71.96.255	256	125.71.96.0/24
125.71.97.0	125.71.97.255	256	125.71.97.0/24
125.72.0.0	125.72.255.255	65536	125.72.0.0/16
125.72.240.0	125.72.243.255	1024	125.72.240.0/22
125.72.240.0	125.72.247.255	2048	125.72.240.0/21
125.73.0.0	125.73.255.255	65536	125.73.0.0/16
125.74.0.0	125.75.255.255	131072	125.74.0.0/15
125.76.0.0	125.76.31.255	8192	125.76.0.0/19
125.76.0.0	125.76.127.255	32768	125.76.0.0/17
125.76.16.0	125.76.31.255	4096	125.76.16.0/20
125.76.96.0	125.76.127.255	8192	125.76.96.0/19
125.76.128.0	125.76.255.255	32768	125.76.128.0/17
125.76.156.0	125.76.159.255	1024	125.76.156.0/22
125.76.224.0	125.76.255.255	8192	125.76.224.0/19
125.76.247.0	125.76.247.255	256	125.76.247.0/24
125.77.0.0	125.77.255.255	65536	125.77.0.0/16
125.77.16.0	125.77.31.255	4096	125.77.16.0/20
125.77.128.0	125.77.159.255	8192	125.77.128.0/19
125.77.160.0	125.77.175.255	4096	125.77.160.0/20
125.77.176.0	125.77.177.255	512	125.77.176.0/23
125.77.178.0	125.77.179.255	512	125.77.178.0/23
125.77.180.0	125.77.183.255	1024	125.77.180.0/22
125.77.184.0	125.77.187.255	1024	125.77.184.0/22
125.77.188.0	125.77.188.255	256	125.77.188.0/24
125.77.192.0	125.77.199.255	2048	125.77.192.0/21
125.78.0.0	125.79.255.255	131072	125.78.0.0/15
125.78.88.0	125.78.89.255	512	125.78.88.0/23
125.80.0.0	125.87.255.255	524288	125.80.0.0/13
125.88.0.0	125.95.255.255	524288	125.88.0.0/13
125.104.0.0	125.111.255.255	524288	125.104.0.0/13
125.112.0.0	125.127.255.255	1048576	125.112.0.0/12
125.114.207.0	125.114.207.255	256	125.114.207.0/24
125.171.0.0	125.171.127.255	32768	125.171.0.0/17
125.171.128.0	125.171.255.255	32768	125.171.128.0/17
125.213.32.0	125.213.47.255	4096	125.213.32.0/20
125.254.128.0	125.254.159.255	8192	125.254.128.0/19
125.254.168.0	125.254.175.255	2048	125.254.168.0/21
125.254.176.0	125.254.183.255	2048	125.254.176.0/21
131.221.80.0	131.221.80.255	256	131.221.80.0/24
131.221.81.0	131.221.81.255	256	131.221.81.0/24
131.221.82.0	131.221.82.255	256	131.221.82.0/24
131.221.83.0	131.221.83.255	256	131.221.83.0/24
139.5.60.0	139.5.63.255	1024	139.5.60.0/22
139.9.144.0	139.9.159.255	4096	139.9.144.0/20
139.9.224.0	139.9.239.255	4096	139.9.224.0/20
139.9.240.0	139.9.247.255	2048	139.9.240.0/21
139.9.248.0	139.9.251.255	1024	139.9.248.0/22
139.159.0.0	139.159.31.255	8192	139.159.0.0/19
139.159.32.0	139.159.35.255	1024	139.159.32.0/22
139.159.96.0	139.159.103.255	2048	139.159.96.0/21
139.159.108.0	139.159.109.255	512	139.159.108.0/23
139.159.108.0	139.159.111.255	1024	139.159.108.0/22
139.159.110.0	139.159.110.255	256	139.159.110.0/24
139.159.110.0	139.159.111.255	512	139.159.110.0/23
139.159.111.0	139.159.111.255	256	139.159.111.0/24
139.159.164.0	139.159.165.255	512	139.159.164.0/23
139.159.166.0	139.159.167.255	512	139.159.166.0/23
139.159.168.0	139.159.171.255	1024	139.159.168.0/22
139.159.172.0	139.159.175.255	1024	139.159.172.0/22
139.189.0.0	139.189.255.255	65536	139.189.0.0/16
139.200.0.0	139.200.255.255	65536	139.200.0.0/16
139.201.0.0	139.201.255.255	65536	139.201.0.0/16
139.202.0.0	139.202.255.255	65536	139.202.0.0/16
139.203.0.0	139.203.255.255	65536	139.203.0.0/16
139.204.0.0	139.205.255.255	131072	139.204.0.0/15
139.206.0.0	139.206.255.255	65536	139.206.0.0/16
139.206.135.0	139.206.135.255	256	139.206.135.0/24
139.206.198.0	139.206.198.255	256	139.206.198.0/24
139.207.0.0	139.207.255.255	65536	139.207.0.0/16
139.220.192.0	139.220.193.255	512	139.220.192.0/23
139.220.194.0	139.220.195.255	512	139.220.194.0/23
139.220.240.0	139.220.243.255	1024	139.220.240.0/22
140.75.0.0	140.75.255.255	65536	140.75.0.0/16
140.179.224.0	140.179.255.255	8192	140.179.224.0/19
140.210.0.0	140.210.15.255	4096	140.210.0.0/20
140.210.96.0	140.210.127.255	8192	140.210.96.0/19
140.210.128.0	140.210.159.255	8192	140.210.128.0/19
140.210.192.0	140.210.223.255	8192	140.210.192.0/19
140.210.224.0	140.210.239.255	4096	140.210.224.0/20
140.224.0.0	140.224.255.255	65536	140.224.0.0/16
140.237.0.0	140.237.255.255	65536	140.237.0.0/16
140.237.73.0	140.237.73.255	256	140.237.73.0/24
140.240.0.0	140.240.255.255	65536	140.240.0.0/16
140.243.0.0	140.243.255.255	65536	140.243.0.0/16
140.246.0.0	140.246.255.255	65536	140.246.0.0/16
140.249.0.0	140.249.15.255	4096	140.249.0.0/20
140.249.0.0	140.249.255.255	65536	140.249.0.0/16
140.249.3.0	140.249.3.255	256	140.249.3.0/24
140.249.7.0	140.249.7.255	256	140.249.7.0/24
140.249.16.0	140.249.23.255	2048	140.249.16.0/21
140.249.17.0	140.249.17.255	256	140.249.17.0/24
140.249.18.0	140.249.18.255	256	140.249.18.0/24
140.249.18.0	140.249.19.255	512	140.249.18.0/23
140.249.19.0	140.249.19.255	256	140.249.19.0/24
140.249.20.0	140.249.20.255	256	140.249.20.0/24
140.249.20.0	140.249.23.255	1024	140.249.20.0/22
140.249.21.0	140.249.21.255	256	140.249.21.0/24
140.249.22.0	140.249.22.255	256	140.249.22.0/24
140.249.23.0	140.249.23.255	256	140.249.23.0/24
140.249.24.0	140.249.24.255	256	140.249.24.0/24
140.249.24.0	140.249.27.255	1024	140.249.24.0/22
140.249.28.0	140.249.28.255	256	140.249.28.0/24
140.249.29.0	140.249.29.255	256	140.249.29.0/24
140.249.30.0	140.249.31.255	512	140.249.30.0/23
140.249.32.0	140.249.63.255	8192	140.249.32.0/19
140.249.48.0	140.249.51.255	1024	140.249.48.0/22
140.249.48.0	140.249.55.255	2048	140.249.48.0/21
140.249.52.0	140.249.55.255	1024	140.249.52.0/22
140.249.62.0	140.249.63.255	512	140.249.62.0/23
140.249.64.0	140.249.95.255	8192	140.249.64.0/19
140.249.96.0	140.249.127.255	8192	140.249.96.0/19
140.249.128.0	140.249.131.255	1024	140.249.128.0/22
140.249.128.0	140.249.159.255	8192	140.249.128.0/19
140.249.132.0	140.249.135.255	1024	140.249.132.0/22
140.249.136.0	140.249.136.255	256	140.249.136.0/24
140.249.160.0	140.249.175.255	4096	140.249.160.0/20
140.249.160.0	140.249.191.255	8192	140.249.160.0/19
140.249.176.0	140.249.191.255	4096	140.249.176.0/20
140.249.192.0	140.249.199.255	2048	140.249.192.0/21
140.249.192.0	140.249.207.255	4096	140.249.192.0/20
140.249.200.0	140.249.207.255	2048	140.249.200.0/21
140.249.208.0	140.249.211.255	1024	140.249.208.0/22
140.249.208.0	140.249.215.255	2048	140.249.208.0/21
140.249.212.0	140.249.215.255	1024	140.249.212.0/22
140.249.216.0	140.249.219.255	1024	140.249.216.0/22
140.249.216.0	140.249.223.255	2048	140.249.216.0/21
140.249.220.0	140.249.223.255	1024	140.249.220.0/22
140.249.224.0	140.249.239.255	4096	140.249.224.0/20
140.249.240.0	140.249.255.255	4096	140.249.240.0/20
140.250.0.0	140.250.255.255	65536	140.250.0.0/16
140.255.0.0	140.255.255.255	65536	140.255.0.0/16
144.0.0.0	144.0.255.255	65536	144.0.0.0/16
144.7.0.0	144.7.3.255	1024	144.7.0.0/22
144.7.0.0	144.7.127.255	32768	144.7.0.0/17
144.12.0.0	144.12.255.255	65536	144.12.0.0/16
144.48.212.0	144.48.215.255	1024	144.48.212.0/22
144.52.0.0	144.52.255.255	65536	144.52.0.0/16
144.123.0.0	144.123.255.255	65536	144.123.0.0/16
144.123.32.0	144.123.63.255	8192	144.123.32.0/19
144.255.0.0	144.255.255.255	65536	144.255.0.0/16
145.14.64.0	145.14.64.255	256	145.14.64.0/24
145.14.65.0	145.14.65.255	256	145.14.65.0/24
145.14.67.0	145.14.67.255	256	145.14.67.0/24
145.14.69.0	145.14.69.255	256	145.14.69.0/24
145.14.71.0	145.14.71.255	256	145.14.71.0/24
145.14.72.0	145.14.72.255	256	145.14.72.0/24
145.14.73.0	145.14.73.255	256	145.14.73.0/24
145.14.74.0	145.14.74.255	256	145.14.74.0/24
145.14.75.0	145.14.75.255	256	145.14.75.0/24
145.14.79.0	145.14.79.255	256	145.14.79.0/24
145.14.81.0	145.14.81.255	256	145.14.81.0/24
145.14.82.0	145.14.82.255	256	145.14.82.0/24
145.14.84.0	145.14.84.255	256	145.14.84.0/24
145.14.86.0	145.14.86.255	256	145.14.86.0/24
145.14.88.0	145.14.88.255	256	145.14.88.0/24
145.14.90.0	145.14.90.255	256	145.14.90.0/24
146.196.56.0	146.196.59.255	1024	146.196.56.0/22
146.196.116.0	146.196.119.255	1024	146.196.116.0/22
146.222.79.0	146.222.79.255	256	146.222.79.0/24
146.222.81.0	146.222.81.255	256	146.222.81.0/24
146.222.94.0	146.222.94.255	256	146.222.94.0/24
147.78.132.0	147.78.133.255	512	147.78.132.0/23
147.78.134.0	147.78.135.255	512	147.78.134.0/23
150.129.192.0	150.129.195.255	1024	150.129.192.0/22
150.138.0.0	150.139.255.255	131072	150.138.0.0/15
150.138.96.0	150.138.127.255	8192	150.138.96.0/19
150.138.99.0	150.138.99.255	256	150.138.99.0/24
150.138.112.0	150.138.113.255	512	150.138.112.0/23
150.138.112.0	150.138.119.255	2048	150.138.112.0/21
150.138.114.0	150.138.115.255	512	150.138.114.0/23
150.138.116.0	150.138.119.255	1024	150.138.116.0/22
150.138.126.0	150.138.127.255	512	150.138.126.0/23
150.138.128.0	150.138.159.255	8192	150.138.128.0/19
150.138.135.0	150.138.135.255	256	150.138.135.0/24
150.138.160.0	150.138.191.255	8192	150.138.160.0/19
150.138.192.0	150.138.223.255	8192	150.138.192.0/19
150.138.224.0	150.138.255.255	8192	150.138.224.0/19
150.139.128.0	150.139.159.255	8192	150.139.128.0/19
150.139.192.0	150.139.207.255	4096	150.139.192.0/20
150.139.192.0	150.139.223.255	8192	150.139.192.0/19
150.139.208.0	150.139.223.255	4096	150.139.208.0/20
150.139.224.0	150.139.255.255	8192	150.139.224.0/19
150.139.250.0	150.139.250.255	256	150.139.250.0/24
150.223.0.0	150.223.255.255	65536	150.223.0.0/16
150.242.56.0	150.242.59.255	1024	150.242.56.0/22
150.242.80.0	150.242.83.255	1024	150.242.80.0/22
150.242.96.0	150.242.99.255	1024	150.242.96.0/22
